,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,duration_in_minutes,puplished_day,published_in_weekend
257,W6nCv3jQZ14,2017-11-17,2017-11-16,15514,1993,9,435,False,False,Film & Animation,DE,3,Thursday,False
258,Jkcun4KNiRk,2017-11-16,2017-11-16,44549,7892,69,1172,False,False,Entertainment,MX,11,Thursday,False
259,LkuAMnWNFQc,2017-11-17,2017-11-16,559228,22771,289,1753,False,False,Autos & Vehicles,DE,18,Thursday,False
261,aMtY7aT31mU,2017-11-17,2017-11-16,30917,1809,65,165,False,False,People & Blogs,RU,5,Thursday,False
263,i3lIBd8w4zQ,2017-11-18,2017-11-16,153635,9663,166,448,False,False,Entertainment,DE,11,Thursday,False
264,VYxWvXCfG_o,2017-11-17,2017-11-16,34147,884,33,43,False,False,People & Blogs,MX,2,Thursday,False
265,jYJzo_17TIA,2017-11-18,2017-11-16,20287,402,5,21,False,False,People & Blogs,KR,1,Thursday,False
266,j3sVkMYGejc,2017-11-17,2017-11-16,160816,11380,1403,3880,False,False,Entertainment,FR,11,Thursday,False
267,3LUtDXuRuHc,2017-11-17,2017-11-16,3411,457,3,53,False,False,Travel & Events,FR,2,Thursday,False
268,1Xr-3eDioL8,2017-11-29,2017-11-16,290757,9084,122,697,False,False,Sports,GB,13,Thursday,False
269,xJNR6Skf6PU,2017-11-17,2017-11-16,3718,329,10,43,False,False,News & Politics,FR,1,Thursday,False
270,MnF2ddTz95U,2017-11-17,2017-11-16,61074,4325,128,557,False,False,Comedy,MX,43,Thursday,False
271,gui0XPvlvRE,2017-11-18,2017-11-16,70477,3497,308,735,False,False,Entertainment,MX,8,Thursday,False
272,MivWmri6Rs8,2017-11-17,2017-11-16,74183,1896,28,188,False,False,Howto & Style,KR,1,Thursday,False
273,xLTyB3tMOm0,2017-11-17,2017-11-16,127803,1913,145,8,False,False,Sports,IN,388,Thursday,False
274,oKTgdE3u3cc,2017-11-17,2017-11-16,28157,1755,22,61,False,False,People & Blogs,RU,1,Thursday,False
275,xhLReQ_vUb4,2017-11-17,2017-11-16,29393,878,40,217,False,False,Entertainment,MX,29,Thursday,False
276,VgtrPFkXQtQ,2017-11-19,2017-11-16,528299,7972,171,292,False,False,Film & Animation,FR,2,Thursday,False
277,ITQZ2OrIBNk,2017-11-17,2017-11-16,92629,4689,82,356,False,False,Education,CA,4,Thursday,False
278,bBesBziJBIo,2017-11-17,2017-11-17,7137,1016,6,53,False,False,People & Blogs,RU,11,Friday,False
279,YbHdBoHMxK4,2017-11-22,2017-11-17,35511,2016,11,69,False,False,Music,US,3,Friday,False
280,w-Ksq3W6QHg,2017-11-19,2017-11-17,163761,1442,177,358,False,False,Entertainment,MX,3,Friday,False
281,0ydrnmoGpP8,2017-11-18,2017-11-17,14459,1756,44,539,False,False,Howto & Style,MX,34,Friday,False
282,euDb2CxSHPU,2017-11-17,2017-11-17,13392,1450,20,305,False,False,Howto & Style,MX,7,Friday,False
283,ec9r9THD5eU,2017-11-29,2017-11-17,39417,974,54,142,False,False,Music,GB,2,Friday,False
284,vlf8B35qdww,2017-11-20,2017-11-17,214976,4683,258,397,False,False,Film & Animation,IN,9,Friday,False
285,q8kDP33JF-E,2017-11-18,2017-11-17,54648,961,25,119,False,False,News & Politics,KR,54,Friday,False
286,3jtjkXSvuJw,2017-11-24,2017-11-17,93494,6975,28,688,False,False,Pets & Animals,US,2,Friday,False
287,EFoTzUEG_V4,2017-11-17,2017-11-17,362510,4094,396,1162,False,False,Sports,MX,66,Friday,False
288,blr_hV84P-U,2017-11-18,2017-11-17,11604,167,75,187,False,False,Comedy,FR,68,Friday,False
289,ZA1t5jhUf68,2017-11-19,2017-11-17,705452,78290,7194,12072,False,False,Comedy,FR,3,Friday,False
290,k1KR-JK39dk,2017-11-20,2017-11-17,63001,293,32,62,False,False,Entertainment,IN,78,Friday,False
291,FKA-Jy6nuE0,2017-11-22,2017-11-17,69795,1629,75,50,False,False,Music,US,6,Friday,False
292,uSc1O3SduqY,2017-11-17,2017-11-17,43594,3610,463,636,False,False,Entertainment,MX,9,Friday,False
293,x3TEi9vaJE0,2017-11-18,2017-11-17,4744,735,7,134,False,False,Music,RU,21,Friday,False
294,Jj7TSJEqXpc,2017-11-18,2017-11-17,4129,283,11,50,False,False,Gaming,DE,1,Friday,False
295,elLyORLGEhs,2017-11-18,2017-11-17,6471,924,16,126,False,False,People & Blogs,MX,15,Friday,False
296,Naz3lZXpNqo,2017-11-18,2017-11-17,288958,9031,235,425,False,False,Howto & Style,CA,3,Friday,False
297,UvE73kS7LG8,2017-11-20,2017-11-17,2962946,292529,4629,0,True,False,Comedy,FR,6,Friday,False
298,NEisKZNhcb0,2017-11-19,2017-11-17,18606,789,1,35,False,False,Music,FR,1,Friday,False
299,Vy4ckZFKnI0,2017-11-18,2017-11-17,94763,3391,230,239,False,False,Entertainment,RU,8,Friday,False
300,IHcl6yGB1A0,2017-11-18,2017-11-17,4208,284,6,55,False,False,Autos & Vehicles,FR,18,Friday,False
303,kOCkne-Bku4,2017-11-22,2017-11-17,795683,44085,236,1604,False,False,Music,US,4,Friday,False
304,hziHYKyZEBU,2017-11-23,2017-11-17,505193,6355,6435,2027,False,False,Entertainment,IN,4,Friday,False
305,HEvR2s7YXIo,2017-11-19,2017-11-17,101833,13502,157,1318,False,False,Science & Technology,FR,13,Friday,False
306,Lq59PlR0wgA,2017-11-18,2017-11-17,20544,626,26,35,False,False,Music,FR,3,Friday,False
307,bJoJSeiH0yg,2017-11-19,2017-11-17,536797,12427,1010,2059,False,False,People & Blogs,RU,10,Friday,False
308,lfRRTWYKcTg,2017-11-18,2017-11-17,3532,474,6,76,False,False,Howto & Style,DE,16,Friday,False
309,iASe_veKR74,2017-11-23,2017-11-17,239773,11786,169,605,False,False,Music,US,3,Friday,False
310,oqkOXC5xihE,2017-11-19,2017-11-17,37799,1959,30,113,False,False,Howto & Style,FR,1,Friday,False
311,qjnXrH59_n0,2017-11-19,2017-11-17,256354,6004,89,356,False,False,Howto & Style,KR,12,Friday,False
312,0wuVk7t2ynE,2017-11-20,2017-11-17,37034,338,12,154,False,False,Entertainment,KR,11,Friday,False
313,I2T_Mxsm9UY,2017-11-18,2017-11-17,27538,1098,27,93,False,False,Education,IN,44,Friday,False
314,HoF3rq4qjtA,2017-11-19,2017-11-17,133583,621,104,901,False,False,News & Politics,CA,4,Friday,False
315,kyKdNPdGFrg,2017-11-19,2017-11-17,15243,884,18,133,False,False,Howto & Style,DE,7,Friday,False
316,Fy1SLS-F7Zs,2017-11-18,2017-11-17,70202,2614,72,280,False,False,Howto & Style,RU,13,Friday,False
317,eKwAib6LosM,2017-11-24,2017-11-17,474712,17620,202,922,False,False,Music,US,5,Friday,False
318,i9GSF3ROa58,2017-11-22,2017-11-17,2275359,111392,3145,10169,False,False,Music,US,3,Friday,False
319,K0_w3LS0x70,2017-11-20,2017-11-17,118045,3347,69,454,False,False,People & Blogs,FR,3,Friday,False
321,bx543CItRMI,2017-11-18,2017-11-17,7398,385,4,20,False,False,Howto & Style,FR,36,Friday,False
322,P0hLY6aw70A,2017-11-18,2017-11-17,20234,337,6,37,False,False,Entertainment,KR,2,Friday,False
323,jhdW-gPzVgs,2017-11-18,2017-11-17,6031,596,21,36,False,False,Howto & Style,DE,9,Friday,False
324,rGnwnCw_abg,2017-11-18,2017-11-17,36228,1748,104,514,False,False,Autos & Vehicles,RU,17,Friday,False
325,dUHDO2X24Vg,2017-11-20,2017-11-17,64376,549,25,248,False,False,Gaming,KR,5,Friday,False
326,8NXpfS2wSic,2017-11-18,2017-11-17,7052,286,16,120,False,False,People & Blogs,MX,14,Friday,False
327,f9UsPiLwsvQ,2017-11-18,2017-11-17,11846,1685,29,123,False,False,Howto & Style,RU,6,Friday,False
328,9kNKAzKfqm8,2017-11-20,2017-11-18,531465,20358,392,1453,False,False,Comedy,MX,6,Saturday,True
329,Sb-SfaM2PYY,2017-11-22,2017-11-18,305447,4040,341,478,False,False,People & Blogs,IN,46,Saturday,True
330,ud6bAm9UADI,2017-11-19,2017-11-18,8477,446,25,23,False,False,People & Blogs,RU,13,Saturday,True
331,TYnWfaOrzJY,2017-11-19,2017-11-18,9075,102,32,76,False,False,People & Blogs,FR,38,Saturday,True
332,MoIXKiQkmdY,2017-11-19,2017-11-18,7292,440,8,30,False,False,Howto & Style,DE,11,Saturday,True
333,v6ieO1vn4c8,2017-11-21,2017-11-18,436937,1286,157,1382,False,False,Entertainment,CA,2,Saturday,True
334,A_Z3AokMwWI,2017-11-30,2017-11-18,1216539,0,0,8182,False,True,Gaming,GB,138,Saturday,True
335,gNYNm2gWoPE,2017-11-20,2017-11-18,325325,5784,173,372,False,False,Entertainment,DE,4,Saturday,True
336,MKlFmkCtNUc,2017-11-20,2017-11-18,175928,4581,273,2166,False,False,Entertainment,IN,12,Saturday,True
338,0PRee_MAa5w,2017-11-22,2017-11-18,479279,11172,137,781,False,False,Film & Animation,FR,1,Saturday,True
339,QRSK6ZD12-s,2017-11-22,2017-11-18,688779,21456,275,4513,False,False,Entertainment,KR,10,Saturday,True
341,H7ASUQWcyKI,2017-11-19,2017-11-18,19418,1954,107,179,False,False,Comedy,IN,5,Saturday,True
342,HclxVbTn0jo,2017-11-21,2017-11-18,47351,322,96,355,False,False,News & Politics,IN,20,Saturday,True
343,JLOFZoBJnd8,2017-11-24,2017-11-18,540553,28387,300,1193,False,False,Entertainment,US,14,Saturday,True
344,97IfPfjSaDg,2017-12-02,2017-11-18,3683523,113231,5488,17462,False,False,Film & Animation,GB,2,Saturday,True
345,sG-hTjA_xPU,2017-11-19,2017-11-18,3465,276,11,43,False,False,Autos & Vehicles,FR,16,Saturday,True
346,6RkjyIXzErA,2017-11-19,2017-11-18,28634,0,0,0,True,True,Education,IN,20,Saturday,True
347,OWYvI898PQE,2017-11-20,2017-11-18,17352,106,16,1,False,False,News & Politics,IN,5,Saturday,True
348,LMqX_93QFCI,2017-11-19,2017-11-18,5953,269,1,0,True,False,Sports,DE,3,Saturday,True
349,fJ2HVQCMcNM,2017-11-19,2017-11-18,1991,5,0,0,True,False,Sports,DE,105,Saturday,True
350,C0uaSRmUYK0,2017-11-19,2017-11-18,64357,1972,73,307,False,False,People & Blogs,RU,10,Saturday,True
351,M436wwsb-Sk,2017-11-21,2017-11-18,353090,19978,274,820,False,False,Entertainment,DE,8,Saturday,True
352,WvWlPmv6t-g,2017-11-19,2017-11-18,84155,4455,331,323,False,False,Comedy,FR,7,Saturday,True
353,OK3JWmE-UWg,2017-11-19,2017-11-18,364279,4339,574,1926,False,False,Entertainment,CA,25,Saturday,True
354,iqWhGYqXMR8,2017-11-20,2017-11-18,357723,29284,3059,3707,False,False,Film & Animation,RU,57,Saturday,True
355,9zMrsixhbf8,2017-11-19,2017-11-18,6459,42,26,11,False,False,Autos & Vehicles,RU,10,Saturday,True
356,6ECoCQfG4C4,2017-11-20,2017-11-18,337492,12861,272,9741,False,False,Pets & Animals,CA,20,Saturday,True
357,4V38pzhWwCo,2017-11-20,2017-11-18,2326516,69580,2102,12144,False,False,People & Blogs,DE,7,Saturday,True
358,GWM8x6Y6cXU,2017-11-30,2017-11-18,142100,5814,2470,2871,False,False,Gaming,GB,10,Saturday,True
359,a4TkkFx_OWM,2017-11-19,2017-11-18,21268,2086,33,146,False,False,Entertainment,RU,11,Saturday,True
360,b4f4QhBkD7A,2017-11-21,2017-11-18,79274,3728,116,463,False,False,Entertainment,IN,14,Saturday,True
361,bMRs2hWIFak,2017-11-20,2017-11-18,729603,40962,430,8336,False,False,Gaming,CA,26,Saturday,True
362,PXWlnc-Qcwg,2017-12-09,2017-11-18,3114,14,0,4,False,False,People & Blogs,US,1,Saturday,True
363,mCtgDPzph-I,2017-11-19,2017-11-18,4840,45,2,9,False,False,Sports,MX,5,Saturday,True
364,QWGWgg_gBY8,2017-11-19,2017-11-18,40502,1346,83,0,True,False,People & Blogs,RU,556,Saturday,True
365,2NlDM40s5iU,2017-11-19,2017-11-18,91335,7735,83,321,False,False,Gaming,MX,6,Saturday,True
366,L_Ya0k2p7zg,2017-11-20,2017-11-18,19137,1008,25,61,False,False,People & Blogs,MX,18,Saturday,True
368,qAaD_T7iCfg,2017-11-19,2017-11-18,294909,2980,684,346,False,False,Sports,FR,2,Saturday,True
369,cwRukjMwqD4,2017-11-20,2017-11-18,34981,1469,60,190,False,False,Entertainment,FR,5,Saturday,True
370,FHe08RDZCwY,2017-11-19,2017-11-18,3106,38,2,1,False,False,Sports,FR,5,Saturday,True
371,r71I00XmLbM,2017-11-20,2017-11-18,21995,141,9,20,False,False,News & Politics,IN,1,Saturday,True
372,kER8Z57eCyQ,2017-11-20,2017-11-19,14357,1007,7,106,False,False,Entertainment,DE,4,Sunday,True
373,7qz_vUehmqA,2017-11-22,2017-11-19,87774,8395,43,324,False,False,Education,DE,2,Sunday,True
374,hMZTEJed4qo,2017-11-20,2017-11-19,17671,0,0,0,True,True,Education,IN,12,Sunday,True
375,pKqow0ggNiQ,2017-11-21,2017-11-19,63333,5250,130,932,False,False,Comedy,IN,7,Sunday,True
376,lMa-xo6zR-Y,2017-11-21,2017-11-19,34442,490,13,115,False,False,Music,MX,38,Sunday,True
377,wZm6kKSHaog,2017-11-20,2017-11-19,57210,3515,112,360,False,False,Entertainment,MX,7,Sunday,True
378,jCL3UdXldxw,2017-11-20,2017-11-19,14415,315,17,305,False,False,News & Politics,FR,36,Sunday,True
379,qlJqdyLrXhI,2017-11-20,2017-11-19,37501,1227,53,60,False,False,Entertainment,MX,28,Sunday,True
380,h1tZokT_PI0,2017-11-20,2017-11-19,4478,285,8,80,False,False,Howto & Style,RU,17,Sunday,True
381,ersZr64egAY,2017-11-20,2017-11-19,26062,1092,25,293,False,False,Autos & Vehicles,MX,20,Sunday,True
382,XZaBfzGi3o4,2017-11-21,2017-11-19,72975,1143,97,728,False,False,Entertainment,FR,97,Sunday,True
384,xDJCriMpLWI,2017-11-22,2017-11-19,47859,312,37,42,False,False,Comedy,IN,28,Sunday,True
385,1dGVv1tcUrk,2017-11-20,2017-11-19,28491,1503,12,191,False,False,People & Blogs,DE,13,Sunday,True
386,DcJiug6StV8,2017-11-20,2017-11-19,33371,4336,24,1050,False,False,Entertainment,MX,13,Sunday,True
387,0ep6grvDTTI,2017-11-24,2017-11-19,421993,4415,143,522,False,False,People & Blogs,KR,1,Sunday,True
388,pK-hXdIP3F8,2017-11-21,2017-11-19,259390,724,287,313,False,False,Entertainment,MX,3,Sunday,True
389,miKBXSCb9XA,2017-11-20,2017-11-19,6934,352,20,50,False,False,Sports,DE,11,Sunday,True
390,VMRIc4ayRlM,2017-11-22,2017-11-19,108845,3131,477,3530,False,False,Entertainment,US,44,Sunday,True
391,wkSbO-0Iip0,2017-11-21,2017-11-19,69525,100,415,134,False,False,Entertainment,RU,33,Sunday,True
392,pV7gSw2NN-M,2017-11-20,2017-11-19,379112,5099,119,325,False,False,Sports,FR,2,Sunday,True
393,2dDZcDhCwyQ,2017-11-20,2017-11-19,29999,1602,11,209,False,False,Entertainment,CA,6,Sunday,True
394,Km9sSokmBbk,2017-11-20,2017-11-19,5609,640,5,52,False,False,People & Blogs,MX,7,Sunday,True
395,FyodafRqb5o,2017-11-20,2017-11-19,18266,1378,4,150,False,False,People & Blogs,MX,6,Sunday,True
396,RbWvXs3f81Y,2017-11-20,2017-11-19,64798,10887,282,496,False,False,People & Blogs,RU,3,Sunday,True
397,9Tb3xPmr3yg,2017-11-27,2017-11-19,88952,591,59,594,False,False,News & Politics,US,2,Sunday,True
398,jzbEhcoFVe8,2017-11-21,2017-11-19,51149,2079,73,681,False,False,People & Blogs,DE,5,Sunday,True
399,4EH0HBB4QtE,2017-11-20,2017-11-19,3294,9,15,8,False,False,Autos & Vehicles,RU,1,Sunday,True
400,m7CHf1HWjmo,2017-11-22,2017-11-20,215153,8391,73,493,False,False,People & Blogs,KR,6,Monday,False
401,9D-iQRoje4g,2017-11-20,2017-11-20,510701,30075,363,818,False,False,Sports,MX,5,Monday,False
402,0ebLj8XQiQw,2017-11-21,2017-11-20,42524,2147,161,356,False,False,Entertainment,RU,7,Monday,False
403,divggcQFXEw,2017-11-22,2017-11-20,222764,9797,372,695,False,False,Music,RU,1,Monday,False
404,LmO1y1ISuak,2017-11-25,2017-11-20,51186,2106,22,320,False,False,Science & Technology,US,12,Monday,False
405,Op74jw0GLgE,2017-11-21,2017-11-20,43844,7203,245,1127,False,False,Gaming,FR,13,Monday,False
406,xFdACsmOEds,2017-11-21,2017-11-20,3556,78,3,41,False,False,Sports,MX,1,Monday,False
407,HvErr0LdX7A,2017-11-21,2017-11-20,382916,10833,245,2875,False,False,Autos & Vehicles,CA,22,Monday,False
408,ARxcGn6g-oY,2017-11-23,2017-11-20,601765,41609,6158,5829,False,False,Comedy,MX,10,Monday,False
409,zOgle88sKro,2017-11-27,2017-11-20,632018,22877,193,1065,False,False,Education,US,2,Monday,False
410,TIQqb80eg24,2017-11-28,2017-11-20,2623238,119787,1975,10218,False,False,Music,US,3,Monday,False
411,bwlqTDv_APQ,2017-11-21,2017-11-20,3069,133,2,11,False,False,News & Politics,DE,20,Monday,False
412,Rbctu2lJ-SE,2017-11-21,2017-11-20,20071,1964,22,90,False,False,People & Blogs,RU,8,Monday,False
413,iT6QB5lGNsA,2017-11-22,2017-11-20,373398,8458,568,756,False,False,Howto & Style,FR,11,Monday,False
414,JK2QzRb0rhk,2017-11-21,2017-11-20,17433,1493,59,234,False,False,Howto & Style,RU,7,Monday,False
415,bYgZHIHEULA,2017-11-21,2017-11-20,291413,695,1167,618,False,False,Entertainment,CA,2,Monday,False
416,vdbfek92lHw,2017-11-22,2017-11-20,23569,566,5,85,False,False,People & Blogs,KR,4,Monday,False
417,8TUYms_NWCk,2017-11-21,2017-11-20,52236,4718,103,488,False,False,Autos & Vehicles,RU,4,Monday,False
418,7IJD2Y35Vcs,2017-11-23,2017-11-20,48334,244,34,20,False,False,Entertainment,IN,23,Monday,False
420,RiUWM-RPdtQ,2017-11-21,2017-11-20,8000,140,7,39,False,False,Entertainment,DE,1,Monday,False
421,jwtfMDD93t4,2017-11-21,2017-11-20,10961,157,28,30,False,False,People & Blogs,RU,11,Monday,False
423,WTjvWUCW4sI,2017-11-21,2017-11-20,3110,50,1,7,False,False,Sports,MX,10,Monday,False
424,Lm-H_-mvv2E,2017-11-21,2017-11-20,7258,34,3,31,False,False,People & Blogs,FR,87,Monday,False
425,o_Go4duksR4,2017-11-21,2017-11-20,40394,1339,179,201,False,False,Autos & Vehicles,RU,15,Monday,False
426,5cGW9ZuvmhY,2017-11-22,2017-11-20,125017,5640,87,480,False,False,Gaming,DE,11,Monday,False
427,YNJmO4rhlNk,2017-11-21,2017-11-20,11423,100,8,44,False,False,Film & Animation,FR,57,Monday,False
428,QVcazWrbFOU,2017-11-21,2017-11-20,52461,1048,22,61,False,False,Comedy,FR,5,Monday,False
429,8uYMXA3YE6Q,2017-11-22,2017-11-20,52456,1289,37,279,False,False,Sports,MX,10,Monday,False
430,rca4AJ-Vrdc,2017-11-22,2017-11-20,112362,5936,193,1127,False,False,Entertainment,IN,16,Monday,False
431,dk8SfrM4P8Q,2017-11-21,2017-11-20,8935,129,12,20,False,False,Entertainment,RU,85,Monday,False
432,j7I-d1B6HwE,2017-11-27,2017-11-20,139186,371,124,88,False,False,Entertainment,US,3,Monday,False
433,o8ymWK68v-k,2017-11-21,2017-11-20,4302,237,8,32,False,False,People & Blogs,DE,9,Monday,False
434,-9aFXjXu0XE,2017-11-21,2017-11-20,3783,0,0,0,True,True,News & Politics,FR,1,Monday,False
436,B-PVT_rclnM,2017-11-22,2017-11-20,522265,25431,802,1171,False,False,Comedy,US,3,Monday,False
437,C1GABTei_7c,2017-11-21,2017-11-20,426290,21335,349,2124,False,False,Science & Technology,DE,9,Monday,False
440,b2XNPDC_YVU,2017-11-21,2017-11-20,2592,87,3,15,False,False,News & Politics,DE,5,Monday,False
441,JDQa4lcjg4A,2017-11-22,2017-11-20,49979,1812,62,0,True,False,News & Politics,RU,24,Monday,False
442,nXHqtN_uuhM,2017-11-22,2017-11-21,46805,5191,41,615,False,False,People & Blogs,MX,6,Tuesday,False
443,drWAVsTuwsg,2017-11-25,2017-11-21,359910,5236,130,3421,False,False,Comedy,KR,9,Tuesday,False
444,qT2jBzf64ro,2017-11-22,2017-11-21,359967,9657,228,1841,False,False,Entertainment,MX,10,Tuesday,False
445,7bNcdvZYFAc,2017-11-22,2017-11-21,27625,3045,122,919,False,False,Gaming,DE,7,Tuesday,False
446,mehEeHNWuRo,2017-11-22,2017-11-21,3108,219,1,29,False,False,Gaming,FR,51,Tuesday,False
447,TSKG7W3WkQw,2017-11-23,2017-11-21,208283,7572,196,623,False,False,Music,MX,4,Tuesday,False
448,SAdasCdU-LU,2017-11-22,2017-11-21,28388,2760,23,252,False,False,Howto & Style,RU,21,Tuesday,False
449,fyR5WP_JgYw,2017-11-22,2017-11-21,95734,312,74,230,False,False,Entertainment,CA,45,Tuesday,False
450,WB7bRXxSi38,2017-11-22,2017-11-21,69761,143,31,33,False,False,Film & Animation,RU,50,Tuesday,False
451,cI6ZEyICYiQ,2017-11-22,2017-11-21,17205,1366,15,375,False,False,Entertainment,FR,17,Tuesday,False
452,OSOPHEOLROY,2017-11-22,2017-11-21,1900,152,5,44,False,False,Comedy,FR,30,Tuesday,False
453,26V-SFnmGG8,2017-11-22,2017-11-21,1434,283,0,23,False,False,News & Politics,FR,10,Tuesday,False
454,Blgj9YbU9ww,2017-12-01,2017-11-21,169535,5318,322,433,False,False,People & Blogs,GB,19,Tuesday,False
455,6QoqBKGR7A8,2017-11-22,2017-11-21,220870,25565,291,2834,False,False,Howto & Style,MX,10,Tuesday,False
456,xbgqRGvDJ2I,2017-11-24,2017-11-21,575947,29256,1077,4011,False,False,Entertainment,FR,6,Tuesday,False
457,shr6dkip2dU,2017-11-22,2017-11-21,8455,295,12,100,False,False,News & Politics,RU,43,Tuesday,False
458,zlaFeQvUo_M,2017-11-22,2017-11-21,517125,18145,480,2114,False,False,Howto & Style,MX,10,Tuesday,False
459,QWw5ckwlMv0,2017-11-22,2017-11-21,7077,1019,7,70,False,False,People & Blogs,MX,10,Tuesday,False
460,5Q7mKQmNWSE,2018-01-02,2017-11-21,139086,232,160,393,False,False,Howto & Style,US,6,Tuesday,False
461,j3C_11l7UXg,2017-11-22,2017-11-21,4875,377,12,89,False,False,Howto & Style,FR,21,Tuesday,False
462,Adx10V3Su6g,2017-11-24,2017-11-21,93590,5026,18,954,False,False,Pets & Animals,KR,6,Tuesday,False
463,jBHTxCchPc8,2017-11-21,2017-11-21,56935,6000,51,630,False,False,Gaming,MX,9,Tuesday,False
464,7KutuITGOuQ,2017-11-22,2017-11-21,18510,110,9,0,True,False,Comedy,DE,92,Tuesday,False
465,8_Z02TQtOnM,2017-11-24,2017-11-21,138230,3767,457,554,False,False,Entertainment,FR,6,Tuesday,False
466,4YYLAinwuok,2017-11-22,2017-11-21,35783,268,20,51,False,False,News & Politics,MX,6,Tuesday,False
467,RdzceZTug6E,2017-11-22,2017-11-21,842329,24138,869,2916,False,False,Howto & Style,RU,10,Tuesday,False
468,b8Was1fayz0,2017-11-24,2017-11-21,232012,3362,155,67,False,False,Music,IN,8,Tuesday,False
469,Dkut3XLIVrI,2017-11-28,2017-11-21,78674,4826,118,344,False,False,Music,US,3,Tuesday,False
470,xMQ7jreFzRE,2017-11-23,2017-11-21,276858,18588,686,755,False,False,Entertainment,MX,8,Tuesday,False
471,8-7yWzZQ-Q0,2017-11-22,2017-11-21,32928,2312,50,99,False,False,People & Blogs,RU,5,Tuesday,False
472,jJF1In-Ay-o,2017-11-22,2017-11-21,67429,1454,101,70,False,False,Comedy,RU,1,Tuesday,False
473,0Rt329xQUjM,2017-11-29,2017-11-21,352742,11503,214,1161,False,False,Howto & Style,US,14,Tuesday,False
475,k3tWCZu42PQ,2017-11-22,2017-11-21,7576,51,34,108,False,False,News & Politics,US,25,Tuesday,False
476,1T2ISZ7s23U,2017-11-25,2017-11-21,188337,408,147,346,False,False,News & Politics,IN,7,Tuesday,False
477,Q_r-zRrDo28,2017-12-02,2017-11-21,393015,4955,2932,968,False,False,Music,CA,3,Tuesday,False
478,PcQrMwwvd6w,2017-11-22,2017-11-21,53897,5068,101,336,False,False,People & Blogs,RU,5,Tuesday,False
479,tg-Ak7Ey_38,2017-11-23,2017-11-21,198519,7464,305,198,False,False,People & Blogs,MX,14,Tuesday,False
480,3XxX_MBsB7U,2017-11-22,2017-11-21,7095,6,9,4,False,False,Entertainment,DE,2,Tuesday,False
481,dFiTaEK8mqo,2017-11-23,2017-11-21,526133,6855,464,1886,False,False,Entertainment,CA,12,Tuesday,False
482,tz23WFb8HM0,2017-12-04,2017-11-21,4584309,317396,3426,16793,False,False,Music,GB,3,Tuesday,False
483,V3EYjVPRClU,2017-11-30,2017-11-22,5557499,161177,7360,14270,False,False,Music,US,3,Wednesday,False
484,qTx7nStl7Ec,2017-11-23,2017-11-22,4287,321,15,66,False,False,Education,DE,9,Wednesday,False
485,TURsjT05_NE,2017-11-23,2017-11-22,24604,744,15,25,False,False,Entertainment,MX,1,Wednesday,False
486,vCJdxs3bPe0,2017-11-23,2017-11-22,7553,45,0,1,False,False,Autos & Vehicles,FR,3,Wednesday,False
